student_id,avg_percentage,best_score,worst_score,first_score,latest_score,tests_attempted,performance_band,improvement,name,ability_level,attendance_category,risk_level,intervention_required
RN1034,55.37,81.82,28.21,75.47,63.16,48,Average,-12.31,Mohit Kumar,Average,Good,Low Risk,No
RN0490,55.38,78.43,20.37,52.83,76.32,48,Average,23.49,Khushi Menon,Average,Good,Low Risk,No
RN1943,55.39,82.22,33.93,58.49,52.63,49,Average,-5.86,Bhavna Pai,Average,Good,Low Risk,No
RN1376,55.4,80.77,20.51,62.26,44.74,46,Average,-17.53,Tejaswini Rao,Average,Good,Low Risk,No
RN0499,55.41,82.22,27.78,41.51,55.26,46,Average,13.75,Riya Malhotra,Average,Good,Low Risk,No
RN1725,55.44,79.66,35.29,44.68,78.95,48,Average,34.27,Priya Hedge,Average,Good,Low Risk,No
RN1878,55.49,80.39,25.45,79.25,44.74,49,Average,-34.51,Aanchal Pillai,Average,Good,Low Risk,No
RN0797,55.57,83.33,23.4,50.94,73.68,47,Average,22.74,Gauri Prasad,Average,Good,Low Risk,No
RN0599,55.61,80.0,27.27,69.81,60.53,50,Average,-9.29,Karan Grover,Average,Good,Low Risk,No
RN1128,55.61,84.62,27.66,47.17,47.37,46,Average,0.2,Nitin Sharma,Average,Good,Low Risk,No
RN1411,55.63,89.74,31.91,64.15,60.53,48,Average,-3.62,Malini Roy,Average,Excellent,Low Risk,No
RN0345,55.65,80.0,16.67,73.58,50.94,48,Average,-22.64,Vikas Murthy,Average,Good,Low Risk,No
RN1768,55.65,86.79,22.22,86.79,28.95,47,Average,-57.85,Juhi Pradhan,Average,Good,Low Risk,No
RN1929,55.68,80.7,17.95,52.83,63.16,49,Average,10.33,Pari Kapoor,Average,Good,Low Risk,No
RN1444,55.72,90.91,31.37,49.06,76.32,48,Average,27.26,Pallavi Dutta,Average,Good,Low Risk,No
RN1415,55.76,83.02,20.63,70.21,47.37,49,Average,-22.84,Meera Sinha,Average,Good,Low Risk,No
RN1498,55.8,82.05,27.27,62.26,65.79,48,Average,3.53,Prisha Pradhan,Average,Good,Low Risk,No
RN1575,55.89,81.82,22.22,68.89,73.68,44,Average,4.8,UrVashi Nair,Average,Good,Low Risk,No
RN1676,55.9,93.33,26.92,66.04,47.37,48,Average,-18.67,Zara Joshi,Average,Good,Low Risk,No
RN0875,55.91,90.91,29.63,69.81,57.89,47,Average,-11.92,Om Dutta,Average,Good,Low Risk,No
RN0722,55.92,84.62,14.75,62.26,78.95,49,Average,16.68,Gayatri Mukherjee,Average,Good,Low Risk,No
RN1732,55.93,76.74,34.78,66.04,68.42,49,Average,2.38,Jaideep Mishra,Average,Good,Low Risk,No
RN0296,55.96,92.73,19.05,47.17,50.0,49,Average,2.83,Radhika Gowda,Average,Good,Low Risk,No
RN0851,55.96,90.57,11.63,90.57,73.68,45,Average,-16.88,Mansi Pradhan,Average,Good,Low Risk,No
RN1541,55.97,89.47,23.08,60.38,55.26,48,Average,-5.11,Hemant Kamath,Average,Good,Low Risk,No
RN0388,55.98,77.78,36.36,52.83,50.0,49,Average,-2.83,Manoj Joshi,Average,Excellent,Low Risk,No
RN0992,56.04,83.33,10.53,64.15,55.26,49,Average,-8.89,Chitra Dhillon,Average,Good,Low Risk,No
RN1346,56.06,95.45,14.29,58.49,55.26,49,Average,-3.23,Aadhya Kumar,Average,Good,Low Risk,No
RN0218,56.07,78.18,33.33,54.72,60.53,49,Average,5.81,Alka Hegde,Average,Excellent,Low Risk,No
RN0825,56.09,75.56,34.04,50.94,55.26,46,Average,4.32,Drishti Grover,Average,Good,Low Risk,No
RN0953,56.09,90.38,22.03,64.15,84.21,49,Average,20.06,Prisha Khanna,Average,Good,Low Risk,No
RN1905,56.1,93.18,29.79,64.15,63.16,46,Average,-0.99,Vidya Das,Average,Good,Low Risk,No
RN0538,56.11,84.62,23.21,60.38,47.37,50,Average,-13.01,Ishita Murthy,Average,Good,Low Risk,No
RN0618,56.11,83.64,17.95,58.49,47.37,49,Average,-11.12,Monika Rao,Average,Good,Low Risk,No
RN1531,56.11,84.62,31.58,64.15,47.37,46,Average,-16.78,Alka Deshmukh,Average,Excellent,Low Risk,No
RN1968,56.13,81.82,32.5,56.6,55.26,47,Average,-1.34,Isha Gowda,Average,Good,Low Risk,No
RN1223,56.15,83.33,21.05,71.7,57.89,48,Average,-13.8,Kamal Das,Average,Good,Low Risk,No
RN0643,56.16,88.89,31.91,47.17,73.68,47,Average,26.51,Dhruv Bose,Average,Good,Low Risk,No
RN0982,56.16,81.48,21.28,62.26,50.0,50,Average,-12.26,Riya Ray,Average,Good,Low Risk,No
RN0773,56.17,82.14,29.27,71.7,50.0,50,Average,-21.7,Drishti Verma,Average,Good,Low Risk,No
RN0789,56.17,83.64,25.58,50.94,68.42,49,Average,17.48,Chandan Khanna,Average,Good,Low Risk,No
RN0459,56.18,81.13,32.2,81.13,50.0,48,Average,-31.13,Amita Mallya,Average,Good,Low Risk,No
RN1348,56.18,75.56,27.78,67.92,63.16,48,Average,-4.77,Deepa Verma,Average,Excellent,Low Risk,No
RN1130,56.21,84.62,25.53,73.58,76.32,49,Average,2.73,Bharat Roy,Average,Good,Low Risk,No
RN0088,56.23,82.05,21.28,69.81,55.26,50,Average,-14.55,Prisha Reddy,Average,Excellent,Low Risk,No
RN1146,56.23,88.89,29.79,58.49,65.79,49,Average,7.3,Tejaswini Patel,Average,Good,Low Risk,No
RN1122,56.29,76.19,29.79,64.15,37.74,48,Average,-26.42,Garima Kulkarni,Average,Excellent,Low Risk,No
RN1590,56.29,86.84,12.77,47.17,63.16,48,Average,15.99,Monika Jain,Average,Good,Low Risk,No
RN0351,56.33,79.49,33.33,58.49,57.89,49,Average,-0.6,Vikram Murthy,Average,Excellent,Low Risk,No
RN1790,56.35,90.2,25.53,67.92,57.89,49,Average,-10.03,Mehak Anand,Average,Good,Low Risk,No
RN0567,56.37,81.82,22.64,73.58,73.68,48,Average,0.1,Dev Dutta,Average,Excellent,Low Risk,No
RN1785,56.41,83.02,25.64,52.83,50.0,49,Average,-2.83,Deepak Murthy,Average,Excellent,Low Risk,No
RN1246,56.42,87.27,11.11,60.38,73.68,49,Average,13.31,Deepika Pillai,Average,Excellent,Low Risk,No
RN1156,56.48,84.21,23.68,60.38,84.21,49,Average,23.83,Kunwar Choudhury,Average,Good,Low Risk,No
RN1519,56.48,88.89,31.58,50.94,52.63,48,Average,1.69,UrVashi Kumar,Average,Good,Low Risk,No
RN0367,56.53,92.31,31.91,66.04,44.74,49,Average,-21.3,Pari Shetty,Average,Good,Low Risk,No
RN1413,56.53,89.09,29.55,67.92,55.26,47,Average,-12.66,Yamini Acharya,Average,Excellent,Low Risk,No
RN0068,56.59,86.05,30.77,62.26,73.68,49,Average,11.42,Prisha Hegde,Average,Good,Low Risk,No
RN0328,56.6,84.75,36.54,62.26,71.05,48,Average,8.79,Raman Shenoy,Average,Good,Low Risk,No
RN0922,56.6,83.72,28.85,75.47,60.53,47,Average,-14.95,Vidya Kamath,Average,Good,Low Risk,No
RN0292,56.62,90.24,38.89,64.15,58.49,44,Average,-5.66,Nitish Kamath,Average,Good,Low Risk,No
RN0562,56.64,74.42,14.29,56.6,50.0,49,Average,-6.6,Tarun Hedge,Average,Excellent,Low Risk,No
RN1470,56.67,91.11,29.51,52.83,63.16,49,Average,10.33,Kapil Chatterjee,Average,Good,Low Risk,No
RN1400,56.71,79.59,35.56,61.7,63.16,46,Average,1.46,Nikhil Mukherjee,Average,Good,Low Risk,No
RN1765,56.76,88.37,30.77,39.62,50.0,48,Average,10.38,Mohit Kapoor,Average,Good,Low Risk,No
RN1155,56.77,82.22,27.91,77.36,73.68,50,Average,-3.67,Vikas Anand,Average,Good,Low Risk,No
RN0620,56.83,88.52,25.45,60.38,55.26,48,Average,-5.11,Kajal Banerjee,Average,Good,Low Risk,No
RN1650,56.83,85.11,31.91,81.13,44.74,48,Average,-36.4,Alok Pai,Average,Good,Low Risk,No
RN0616,56.86,81.4,35.9,60.38,52.63,48,Average,-7.75,Aanchal Sodhi,Average,Good,Low Risk,No
RN1605,56.88,87.18,27.66,66.04,71.05,48,Average,5.01,Nikhil Kulkarni,Average,Excellent,Low Risk,No
RN0091,56.89,80.36,25.0,45.28,50.0,50,Average,4.72,Raman Acharya,Average,Good,Low Risk,No
RN1395,56.91,90.91,29.55,43.4,47.37,49,Average,3.97,Nitish Sharma,Average,Good,Low Risk,No
RN1534,56.92,86.05,22.5,56.6,73.68,47,Average,17.08,Suhas Kumar,Average,Excellent,Low Risk,No
RN1572,56.92,97.67,33.33,49.06,63.16,49,Average,14.1,Nikhil Jain,Average,Excellent,Low Risk,No
RN0621,56.96,84.44,27.78,60.38,44.74,49,Average,-15.64,Juhi Chatterjee,Average,Good,Low Risk,No
RN1726,56.99,84.91,31.58,84.91,39.47,47,Average,-45.43,Dhruv Banerjee,Average,Good,Low Risk,No
RN1799,57.01,90.2,20.51,71.7,81.58,48,Average,9.88,Naveen Nair,Average,Excellent,Low Risk,No
RN1826,57.02,82.22,17.95,81.13,71.05,48,Average,-10.08,Ganesh Prasad,Average,Good,Low Risk,No
RN0157,57.03,83.72,27.27,75.47,65.79,49,Average,-9.68,Aanchal Dhillon,Average,Excellent,Low Risk,No
RN0288,57.04,84.44,18.64,81.13,65.79,47,Average,-15.34,Pari Roy,Average,Good,Low Risk,No
RN0921,57.05,87.18,28.85,77.36,76.32,48,Average,-1.04,Heena Tiwari,Average,Good,Low Risk,No
RN1399,57.08,87.8,23.08,50.94,63.16,48,Average,12.21,Lakshmi Murthy,Average,Excellent,Low Risk,No
RN1135,57.09,84.09,30.77,69.81,57.89,50,Average,-11.92,Dhruv Shenoy,Average,Good,Low Risk,No
RN1823,57.1,83.72,27.5,33.96,49.06,46,Average,15.09,Aditi Mallya,Average,Excellent,Low Risk,No
RN1368,57.16,83.05,34.55,60.38,76.32,48,Average,15.94,Nandini Shetty,Average,Good,Low Risk,No
RN1050,57.18,86.36,25.49,57.45,73.68,48,Average,16.24,Mehak Pillai,Average,Excellent,Low Risk,No
RN0828,57.2,83.33,12.82,44.68,71.05,47,Average,26.37,Abhishek Sen,Average,Good,Low Risk,No
RN0225,57.29,78.18,31.11,73.58,57.89,50,Average,-15.69,Uma Rai,Average,Good,Low Risk,No
RN1731,57.31,82.14,28.21,64.15,50.0,48,Average,-14.15,Rajesh Malhotra,Average,Excellent,Low Risk,No
RN1500,57.35,82.5,36.84,79.25,63.16,50,Average,-16.09,Kriti Sharma,Average,Good,Low Risk,No
RN1743,57.35,78.95,25.49,47.17,49.06,48,Average,1.89,Uma Iyer,Average,Good,Low Risk,No
RN0086,57.38,88.37,30.16,52.83,71.05,49,Average,18.22,Khushi Bhat,Average,Good,Low Risk,No
RN0398,57.41,79.07,21.43,49.06,63.16,48,Average,14.1,Meera Rao,Average,Good,Low Risk,No
RN0346,57.45,92.73,28.21,37.74,44.74,49,Average,7.0,Ritu Menon,Average,Good,Low Risk,No
RN0279,57.46,87.04,31.15,64.15,71.05,49,Average,6.9,Prisha Alva,Average,Good,Low Risk,No
RN1103,57.46,90.16,22.64,60.38,65.79,46,Average,5.41,Komal Pai,Average,Excellent,Low Risk,No
RN0939,57.47,78.43,29.63,77.36,60.53,48,Average,-16.83,Amita Kumar,Average,Excellent,Low Risk,No
RN1079,57.48,83.72,22.5,67.92,65.79,47,Average,-2.14,Tanvi Dhillon,Average,Excellent,Low Risk,No
RN1417,57.48,84.44,31.37,37.74,63.16,49,Average,25.42,Komal Bhat,Average,Excellent,Low Risk,No
RN1421,57.49,88.89,29.79,84.91,63.16,47,Average,-21.75,Raman Menon,Average,Good,Low Risk,No
RN0054,57.5,83.64,30.61,67.92,60.53,49,Average,-7.4,Rajat Sodhi,Average,Excellent,Low Risk,No
RN0780,57.51,89.47,18.42,52.83,71.05,48,Average,18.22,Khushi Bose,Average,Good,Low Risk,No
RN0806,57.53,87.72,32.73,60.38,44.74,50,Average,-15.64,Naveen Sharma,Average,Excellent,Low Risk,No
RN0641,57.59,82.98,23.91,54.72,68.42,48,Average,13.7,Malini Singh,Average,Excellent,Low Risk,No
RN1989,57.59,86.44,25.53,60.38,58.49,47,Average,-1.89,Manoj Patel,Average,Excellent,Low Risk,No
RN0671,57.61,84.78,26.42,66.04,60.53,49,Average,-5.51,Kavya Mishra,Average,Good,Low Risk,No
RN0844,57.61,86.27,34.78,83.02,63.16,48,Average,-19.86,Raman Pradhan,Average,Excellent,Low Risk,No
RN0299,57.65,85.11,21.57,84.91,76.32,49,Average,-8.59,Ramya_M Murthy,Average,Good,Low Risk,No
RN1867,57.7,88.89,35.0,62.26,60.53,47,Average,-1.74,Girish Nair,Average,Good,Low Risk,No
RN0486,57.71,83.67,26.32,79.25,55.26,48,Average,-23.98,Arunima Malhotra,Average,Excellent,Low Risk,No
RN0731,57.71,83.33,22.5,79.25,55.26,48,Average,-23.98,Yash Patel,Average,Excellent,Low Risk,No
RN1514,57.71,80.0,28.89,67.92,68.42,46,Average,0.5,Sanjay Rai,Average,Good,Low Risk,No
RN1274,57.72,89.83,30.77,58.49,60.53,48,Average,2.04,Diya Mehta,Average,Excellent,Low Risk,No
RN1696,57.72,85.96,33.33,54.72,50.0,47,Average,-4.72,Lakshmi Grover,Average,Good,Low Risk,No
RN0648,57.74,90.91,32.2,56.6,65.79,47,Average,9.19,Kunwar Tiwari,Average,Excellent,Low Risk,No
RN0943,57.75,86.05,27.66,52.83,52.63,50,Average,-0.2,Aanchal Naik,Average,Good,Low Risk,No
RN1197,57.82,80.0,23.53,56.6,63.16,50,Average,6.55,Kamal Verma,Average,Good,Low Risk,No
RN1081,57.84,87.18,30.77,67.92,32.08,47,Average,-35.85,Jyothi Nayak,Average,Good,Low Risk,No
RN1301,57.85,87.76,23.08,79.25,44.74,48,Average,-34.51,Alok Acharya,Average,Good,Low Risk,No
RN0281,57.87,86.05,29.79,49.06,31.58,48,Average,-17.48,Mehak Sharma,Average,Good,Low Risk,No
RN1180,57.89,82.22,34.15,64.15,68.42,48,Average,4.27,Ananya Hedge,Average,Good,Low Risk,No
RN1992,57.89,81.36,32.08,56.6,44.74,50,Average,-11.87,Shreya Dutta,Average,Good,Low Risk,No
RN0840,57.92,90.91,23.64,71.7,65.79,49,Average,-5.91,Kavya Iyer,Average,Good,Low Risk,No
RN1693,57.93,90.48,29.79,67.92,57.89,49,Average,-10.03,Bhumika Kapoor,Average,Good,Low Risk,No
RN1023,57.99,90.2,19.05,66.04,76.32,49,Average,10.28,Shreya Mehra,Average,Good,Low Risk,No
RN1311,58.0,87.72,33.33,62.26,60.53,48,Average,-1.74,Mehak Hedge,Average,Excellent,Low Risk,No
RN0897,58.02,93.62,26.83,51.06,60.53,48,Average,9.46,Nandini Naik,Average,Excellent,Low Risk,No
RN1088,58.02,81.82,28.95,81.13,65.79,49,Average,-15.34,Naveen Banerjee,Average,Good,Low Risk,No
RN1171,58.02,87.18,27.5,39.62,68.42,48,Average,28.8,Pallavi Grover,Average,Good,Low Risk,No
RN0322,58.04,90.48,28.57,62.26,55.26,46,Average,-7.0,Arunima Sodhi,Average,Good,Low Risk,No
RN0462,58.05,86.67,18.18,73.58,68.42,50,Average,-5.16,Indu Banerjee,Average,Good,Low Risk,No
RN1766,58.07,87.23,25.64,47.17,63.16,49,Average,15.99,Gauri Verma,Average,Excellent,Low Risk,No
RN0034,58.15,83.02,25.0,83.02,50.0,47,Average,-33.02,Vaishnavi Grover,Average,Good,Low Risk,No
RN0994,58.15,82.22,31.48,71.7,52.63,48,Average,-19.07,Dinesh Das,Average,Excellent,Low Risk,No
RN0194,58.2,82.05,27.78,60.38,68.42,49,Average,8.04,Ankit Tiwari,Average,Good,Low Risk,No
RN0320,58.2,92.31,23.08,60.38,52.63,48,Average,-7.75,Juhi Sodhi,Average,Good,Low Risk,No
RN1407,58.22,84.31,31.91,56.6,73.68,45,Average,17.08,Garima Kapoor,Average,Excellent,Low Risk,No
RN1639,58.27,86.54,25.0,41.51,47.37,49,Average,5.86,Payal Anand,Average,Excellent,Low Risk,No
RN1381,58.28,84.44,30.91,66.04,68.42,49,Average,2.38,Abha Alva,Average,Excellent,Low Risk,No
RN1745,58.28,81.82,29.79,71.7,71.05,48,Average,-0.65,Varun Alva,Average,Excellent,Low Risk,No
RN0663,58.3,86.05,29.41,58.49,65.79,48,Average,7.3,Riya Patel,Average,Excellent,Low Risk,No
RN0853,58.32,81.4,34.04,49.06,76.32,46,Average,27.26,Sandeep Kulkarni,Average,Excellent,Low Risk,No
RN1372,58.32,84.91,27.27,41.51,60.53,48,Average,19.02,Nidhi Malhotra,Average,Good,Low Risk,No
RN1866,58.33,85.25,33.33,52.83,78.95,50,Average,26.12,Jyothi Mallya,Average,Excellent,Low Risk,No
RN1675,58.35,83.72,28.57,69.81,57.89,48,Average,-11.92,Vivaan Gill,Average,Excellent,Low Risk,No
RN1665,58.36,91.84,27.66,69.81,71.05,49,Average,1.24,Nisha Verma,Average,Excellent,Low Risk,No
RN0158,58.5,79.37,26.09,69.81,71.05,49,Average,1.24,Kunwar Gupta,Average,Excellent,Low Risk,No
RN1999,58.5,98.21,30.36,71.7,71.7,47,Average,0.0,Lata Chatterjee,Average,Excellent,Low Risk,No
RN0542,58.51,88.68,30.0,43.4,50.0,49,Average,6.6,Kamal Ray,Average,Excellent,Low Risk,No
RN1634,58.51,88.89,25.64,64.15,73.68,50,Average,9.53,Kriti Chatterjee,Average,Good,Low Risk,No
RN1276,58.54,84.62,29.41,83.02,68.42,49,Average,-14.6,Manoj Deshmukh,Average,Excellent,Low Risk,No
RN0216,58.59,84.31,25.0,62.26,73.68,50,Average,11.42,Ayush Anand,Average,Excellent,Low Risk,No
RN0368,58.62,85.25,24.07,58.49,47.37,48,Average,-11.12,Ishita Bhat,Average,Excellent,Low Risk,No
RN1291,58.64,85.71,22.73,75.47,34.21,50,Average,-41.26,Bharat Hegde,Average,Good,Low Risk,No
RN1482,58.68,84.62,34.55,60.38,57.89,50,Average,-2.48,Vikram Mehta,Average,Excellent,Low Risk,No
RN0301,58.69,90.2,22.45,66.04,60.53,49,Average,-5.51,Kamal Bhat,Average,Excellent,Low Risk,No
RN0076,58.83,88.89,28.26,60.38,34.21,49,Average,-26.17,Sumit Kapoor,Average,Good,Low Risk,No
RN0430,58.83,88.24,31.37,50.94,36.84,49,Average,-14.1,Deepika Naik,Average,Excellent,Low Risk,No
RN1730,58.84,87.76,38.18,47.17,50.0,49,Average,2.83,Ojaswini Iyer,Average,Excellent,Low Risk,No
RN0589,58.87,87.5,28.89,60.38,71.05,47,Average,10.68,Ayush Sodhi,Average,Excellent,Low Risk,No
RN1648,58.87,92.73,30.91,37.74,76.32,49,Average,38.58,Payal Das,Average,Excellent,Low Risk,No
RN1047,59.05,82.05,34.21,66.04,76.32,48,Average,10.28,Alok Rao,Average,Excellent,Low Risk,No
RN0463,59.06,88.37,25.64,77.36,63.16,48,Average,-14.2,Charu Gill,Average,Excellent,Low Risk,No
RN0764,59.08,77.36,28.57,77.36,63.16,49,Average,-14.2,Rajat Choudhury,Average,Excellent,Low Risk,No
RN0919,59.08,86.84,29.09,41.51,42.11,49,Average,0.6,Tejas Pillai,Average,Excellent,Low Risk,No
RN1451,59.1,89.74,33.33,67.92,50.0,49,Average,-17.92,Tejas Sinha,Average,Excellent,Low Risk,No
RN1070,59.11,80.39,31.91,46.81,47.37,44,Average,0.56,Sneha Nayak,Average,Excellent,Low Risk,No
RN0670,59.12,82.93,28.07,60.38,63.16,49,Average,2.78,Sakshi Rai,Average,Excellent,Low Risk,No
RN1369,59.13,90.38,25.53,75.47,36.84,49,Average,-38.63,Aadhya Mallya,Average,Good,Low Risk,No
RN0297,59.17,88.89,28.21,55.32,60.53,47,Average,5.21,Ritu Patel,Average,Excellent,Low Risk,No
RN1210,59.18,88.46,33.33,67.92,57.89,50,Average,-10.03,Tanya Choudhury,Average,Excellent,Low Risk,No
RN0331,59.2,87.27,27.45,83.02,60.53,48,Average,-22.49,Juhi Grover,Average,Good,Low Risk,No
RN0964,59.2,86.05,40.0,62.26,71.05,49,Average,8.79,Tarun Deshmukh,Average,Excellent,Low Risk,No
RN1094,59.2,88.1,33.33,57.45,71.05,47,Average,13.61,Deepa Iyer,Average,Excellent,Low Risk,No
RN0038,59.21,87.5,36.84,79.25,63.16,48,Average,-16.09,Chitra Sinha,Average,Excellent,Low Risk,No
RN0577,59.21,85.42,27.27,60.38,47.37,48,Average,-13.01,Kiran Roy,Average,Excellent,Low Risk,No
RN0396,59.22,84.21,25.64,51.06,84.21,46,Average,33.15,Mansi Shetty,Average,Excellent,Low Risk,No
RN0874,59.23,92.73,33.96,73.58,52.63,46,Average,-20.95,Nikhil Hedge,Average,Excellent,Low Risk,No
RN0003,59.24,90.24,37.21,49.06,50.0,48,Average,0.94,Sanjay Malhotra,Average,Excellent,Low Risk,No
RN1243,59.25,87.18,28.21,79.25,52.63,50,Average,-26.61,Tejaswini Kamath,Average,Excellent,Low Risk,No
RN1237,59.27,84.21,24.44,56.6,68.42,48,Average,11.82,Kavya Shetty,Average,Excellent,Low Risk,No
RN1674,59.27,84.91,32.73,84.91,60.53,48,Average,-24.38,Suresh Bhat,Average,Excellent,Low Risk,No
RN0865,59.29,90.91,25.53,56.6,60.53,47,Average,3.92,Arjun Jain,Average,Excellent,Low Risk,No
RN0028,59.31,92.16,20.37,88.68,65.79,47,Average,-22.89,Sneha Kulkarni,Average,Good,Low Risk,No
RN1643,59.33,87.5,35.19,67.92,63.16,46,Average,-4.77,Hina Pillai,Average,Excellent,Low Risk,No
RN0901,59.42,87.5,27.5,47.17,77.36,46,Average,30.19,Anuj Dhillon,Average,Good,Low Risk,No
RN1893,59.45,80.49,31.75,71.7,36.84,49,Average,-34.86,Manav Verma,Average,Excellent,Low Risk,No
RN0544,59.48,95.08,32.65,62.26,60.53,47,Average,-1.74,Vivek Anand,Average,Excellent,Low Risk,No
RN0522,59.52,86.05,28.57,69.81,68.42,47,Average,-1.39,Mansi Chatterjee,Average,Excellent,Low Risk,No
RN1919,59.52,85.71,25.49,84.91,60.53,49,Average,-24.38,Mohit Shetty,Average,Excellent,Low Risk,No
RN1483,59.55,86.84,28.21,60.38,63.16,46,Average,2.78,Satish Mehra,Average,Excellent,Low Risk,No
RN1177,59.56,93.33,25.49,71.7,55.26,49,Average,-16.43,Chirag Jain,Average,Excellent,Low Risk,No
RN0560,59.57,80.0,33.33,60.38,76.32,50,Average,15.94,Gauri Hedge,Average,Excellent,Low Risk,No
RN1204,59.57,91.11,22.22,73.58,71.05,47,Average,-2.53,Gaurav Banerjee,Average,Excellent,Low Risk,No
RN0457,59.64,81.58,23.81,60.38,81.58,49,Average,21.2,Saanvi Menon,Average,Excellent,Low Risk,No
RN1436,59.64,84.44,23.4,69.81,52.63,47,Average,-17.18,Swati Sinha,Average,Excellent,Low Risk,No
RN0090,59.67,84.75,23.4,81.13,52.63,48,Average,-28.5,Vikas Mukherjee,Average,Excellent,Low Risk,No
RN0146,59.68,84.31,35.19,66.04,65.79,48,Average,-0.25,Swati Mehra,Average,Excellent,Low Risk,No
RN0386,59.69,85.19,29.79,60.38,71.05,46,Average,10.68,Bhavna Reddy,Average,Excellent,Low Risk,No
RN0682,59.69,93.02,30.91,66.04,60.53,48,Average,-5.51,Vidya Shenoy,Average,Excellent,Low Risk,No
RN1239,59.7,88.89,35.29,73.58,47.37,46,Average,-26.22,Chandan Joshi,Average,Good,Low Risk,No
RN0426,59.71,85.25,26.92,62.26,52.63,48,Average,-9.63,Riya Chatterjee,Average,Excellent,Low Risk,No
RN0733,59.73,82.46,31.48,48.94,55.26,47,Average,6.33,Bhumika Verma,Average,Excellent,Low Risk,No
RN1875,59.76,82.69,33.33,66.04,68.42,47,Average,2.38,Ankit Patel,Average,Excellent,Low Risk,No
RN0477,59.77,85.25,40.43,52.83,57.89,49,Average,5.06,Vijay Anand,Average,Excellent,Low Risk,No
RN1253,59.79,88.37,31.91,50.94,47.37,49,Average,-3.57,Vivek Dutta,Average,Excellent,Low Risk,No
RN1567,59.79,85.11,25.64,71.7,55.26,47,Average,-16.43,Ganesh Alva,Average,Good,Low Risk,No
RN0587,59.8,85.45,30.77,49.06,65.79,49,Average,16.73,Yashaswini Bhat,Average,Excellent,Low Risk,No
RN0083,59.82,87.18,30.77,81.13,78.95,49,Average,-2.18,Shreya Rao,Average,Excellent,Low Risk,No
RN1098,59.82,90.48,24.44,66.04,71.05,49,Average,5.01,Manoj Kapoor,Average,Excellent,Low Risk,No
RN0979,59.83,91.8,36.17,50.94,52.63,48,Average,1.69,Nandini Murthy,Average,Excellent,Low Risk,No
RN0117,59.84,88.89,25.64,60.38,81.58,47,Average,21.2,Zara Singh,Average,Excellent,Low Risk,No
RN1159,59.85,90.7,28.57,86.79,52.63,48,Average,-34.16,Vaishnavi Nair,Average,Excellent,Low Risk,No
RN1855,59.88,80.85,31.71,52.83,63.16,48,Average,10.33,Bhuvnesh Rai,Average,Excellent,Low Risk,No
RN1532,59.89,89.29,30.77,69.81,42.11,50,Average,-27.71,Rashmi Reddy,Average,Excellent,Low Risk,No
RN1783,59.89,84.62,28.89,64.15,76.32,49,Average,12.16,Neha Pai,Average,Excellent,Low Risk,No
RN1046,59.9,84.44,25.45,66.04,78.95,47,Average,12.91,Malini Chawla,Average,Excellent,Low Risk,No
RN0572,60.01,87.27,31.25,71.7,71.05,49,Average,-0.65,Deepa Shenoy,Average,Excellent,Low Risk,No
RN0135,60.07,91.11,27.45,67.92,63.16,47,Average,-4.77,Aditya Pai,Average,Excellent,Low Risk,No
RN0634,60.08,94.23,16.67,56.6,50.0,47,Average,-6.6,Prisha Chawla,Average,Excellent,Low Risk,No
RN1817,60.08,86.84,28.26,66.04,55.26,47,Average,-10.77,Harini Verma,Average,Excellent,Low Risk,No
RN0247,60.12,96.61,35.9,79.25,65.79,47,Average,-13.46,Rashmi Bhat,Average,Excellent,Low Risk,No
RN1306,60.12,89.09,34.62,75.47,55.26,46,Average,-20.21,Yamini Mishra,Average,Excellent,Low Risk,No
RN1953,60.13,86.44,22.22,83.02,31.58,49,Average,-51.44,Vikram Patel,Average,Excellent,Low Risk,No
RN1151,60.14,96.15,25.93,66.04,65.79,48,Average,-0.25,Vivaan Das,Average,Excellent,Low Risk,No
RN0423,60.17,87.23,25.49,62.26,71.05,48,Average,8.79,Vineet Kumar,Average,Excellent,Low Risk,No
RN0708,60.19,90.74,28.57,79.25,36.84,48,Average,-42.4,Sakshi Mehra,Average,Excellent,Low Risk,No
RN1744,60.19,80.36,38.46,62.26,68.42,47,Average,6.16,Yash Pillai,Average,Excellent,Low Risk,No
RN1404,60.21,89.47,28.81,56.6,89.47,47,Average,32.87,Kajal Pillai,Average,Excellent,Low Risk,No
RN1209,60.22,83.64,32.69,42.55,71.05,47,Average,28.5,Umesh Gill,Average,Excellent,Low Risk,No
RN0337,60.24,89.09,23.81,64.15,68.42,49,Average,4.27,Uma Alva,Average,Excellent,Low Risk,No
RN1539,60.25,88.24,30.43,69.81,60.53,49,Average,-9.29,Ankit Kamath,Average,Excellent,Low Risk,No
RN0300,60.26,93.02,17.95,66.04,65.79,48,Average,-0.25,Suhas Mukherjee,Average,Excellent,Low Risk,No
RN1889,60.27,83.72,36.36,50.94,71.05,48,Average,20.11,Vikram Bose,Average,Excellent,Low Risk,No
RN1344,60.28,88.89,32.56,76.6,63.16,48,Average,-13.44,Barkha Khanna,Average,Excellent,Low Risk,No
RN1379,60.28,86.05,23.08,66.04,47.37,48,Average,-18.67,Rajat Mukherjee,Average,Excellent,Low Risk,No
RN1739,60.28,96.36,25.64,84.91,47.37,47,Average,-37.54,Abhishek Acharya,Average,Excellent,Low Risk,No
